mu,phi,sigma_h
-0.896562043568479,0.9383209651158129,0.09844468979945281
-0.9519382567035133,0.9396370517318865,0.10427490677648504
-0.8915748379685271,0.9595299472299005,0.11199194854562665
-0.823965772098187,0.960945172435107,0.1141793550445283
-0.7582801088391017,0.9638186583515183,0.11414853912731958
-0.7465038658279967,0.9721864088201221,0.11366184161457167
-0.7696527085053365,0.9728982284894784,0.10333285935437289
-0.7403590360134575,0.9884699626640809,0.10629025526552323
-0.7998962412057141,0.9650663454476376,0.11146992254529994
-0.812760439100331,0.9644621764874135,0.10805778283260206
-0.9075336183769547,0.9668229012891864,0.11342125767600708
-0.8018374834163342,0.9679791979079138,0.11181102644968798
-0.7853775124589144,0.9741874447313144,0.10084232465517201
-0.9318871117883254,0.9800752818725628,0.11920460079264243
-0.8791963221127196,0.9782223427524698,0.11402347137551946
-0.9207845967386078,0.9775904249520554,0.10837864135907799
-0.9066918760989605,0.9525070443800625,0.1104768327701321
-1.0861845034162474,0.9449452869631582,0.11309061103849541
-1.1630793008779812,0.9556056246198084,0.11326883874616996
-1.1297740994477163,0.9578887457231503,0.10964938523431203
-1.0364026122866785,0.9620596738870459,0.10960455677966552
-0.9763827395705907,0.960576693158791,0.10970774104710763
-0.9884755359383156,0.9781046254156063,0.10970774104710763
-0.9840042167110633,0.9809069412755609,0.10879132821030305
-0.97902855280027,0.9897423505356688,0.11052922937833044
-1.1147638330467653,0.9832876707350071,0.11052922937833044
-1.2262219238885004,0.9705682784783546,0.10041473214472585
-1.2955770818682095,0.9732358474228779,0.10041473214472585
-1.1945962551166525,0.9716312982182695,0.09902062239696131
-1.221745699129343,0.9841613513409256,0.09878927607192244
-1.2223771233775185,0.9821119958009605,0.09492098320315892
-1.3224813350210962,0.9792282167108022,0.09456622161246697
-1.2305433792676277,0.9779360026043417,0.1021668698254447
-1.172881029260765,0.9813364565371179,0.1021668698254447
-1.1331887606963762,0.9814505076229603,0.11835497821420257
-1.2790619022513596,0.9682378283506795,0.10842224369694975
-1.1780407768588566,0.9643768236494764,0.10772221356978197
-0.9518929566654385,0.9622079770656035,0.10995492003690213
-0.7881435976060702,0.9753675812523548,0.1140257033267406
-0.7223474082802495,0.9736511107491811,0.1078051719211644
-0.7814741124981333,0.995592266643637,0.10466853749576145
-0.7549724428657669,0.978707494443144,0.1084743831947784
-0.7785878356263076,0.9769088141146087,0.09810679955287673
-0.91070386451628,0.9819408303763951,0.10077764781943539
-0.8460653063061652,0.9731928966395796,0.10077764781943539
-0.920679942111668,0.9673645806952594,0.10731850410953252
-0.9986917250146559,0.9884130515547245,0.10441817209713447
-1.0789668038801303,0.9726252053655178,0.09817089703364557
-1.1460135310666786,0.9577025895021591,0.10471569078078367
-1.1397106595629285,0.9744233621943459,0.10361388915485734
-0.9930034772325688,0.9798937825455245,0.10322621169564881
-0.9470519258262203,0.9788430377769043,0.09747281160042742
-0.9444585708886661,0.9822784743645369,0.1035589585606093
-1.0243372301575866,0.961503673692351,0.09915005255857953
-0.8969577070094307,0.9832151028418111,0.10389215171535197
-0.9072739533383897,0.9715121080837014,0.09536674686856285
-0.9901239197084736,0.964295733470664,0.1060596544079633
-1.0208029791527695,0.9784965632439238,0.1009138512876364
-0.9858423904038148,0.9639139771094806,0.09759826918749197
-0.9763564300848676,0.9776505887309926,0.08850244145608815
-0.9413952532588123,0.9664418290502993,0.0970101362342934
-0.9222274500244164,0.9641474884940402,0.0970101362342934
-1.0017839162740843,0.9822399541159371,0.09779505219206128
-1.0339133079460983,0.9709998011949258,0.09779505219206128
-1.005230360577534,0.9679092651888054,0.09779505219206128
-1.0591668368628924,0.9485434123541179,0.09270638682312114
-0.9545673063580788,0.9405415697669662,0.10750153924871905
-1.016852279339428,0.9541108168677852,0.10188810517964154
-1.0502374576265507,0.934032072651738,0.1059142547183932
-0.9004250025559474,0.9401242429595603,0.10081715400666938
-1.0817586367088374,0.9613610572415594,0.10775851624555982
-1.097830091899037,0.9581009140559715,0.09909460923007254
-1.151678420797848,0.9800435070843257,0.09586811651823822
-1.1534181035160995,0.9833613131126204,0.0979145614786772
-1.1895830987289764,0.9734127774664567,0.0979145614786772
-1.24580647306506,0.9876517941625491,0.09451355029363437
-1.2461141495872587,0.9745255579509458,0.09267926651164957
-1.2768359856184375,0.9791155547839218,0.10044752532101944
-1.3264643120155695,0.9899342622900608,0.10053993338958067
-1.3291754728990106,0.9736453538274298,0.10422961567073055
-1.323563133850533,0.9748587541599248,0.09387600917451383
-1.2264864656864523,0.9616130023649704,0.10491890689157245
-1.1390982587150675,0.9574306775908763,0.10780782980972445
-1.1042220485051832,0.9787627481730633,0.10227629274994157
-1.062608430123121,0.9700301842851945,0.0970400333754332
-0.9722486082626813,0.9473212001130308,0.10825399529173464
-0.9895472788798748,0.9507621310283974,0.10880640637694128
-0.9569408046094608,0.9582521794853263,0.11769196183432407
-0.9212734392506093,0.9618732981897529,0.1179520161313814
-0.9252193208612619,0.96391096543537,0.11566091120511782
-0.998514048004489,0.9607330983757706,0.12041954313243486
-0.9154106575197163,0.9708219790392175,0.11638469669106184
-0.8170385544120672,0.9629641649124187,0.12179761742625786
-0.8523741984293767,0.9709776099179038,0.11916665383558292
-0.9183510143764675,0.9637227011733325,0.11278073601284924
-0.702643693600489,0.9540960220272884,0.11278073601284924
-0.7197599490002131,0.96956572981039,0.1059079628048459
-0.7248127856355767,0.971308844802705,0.10984850270072223
-0.6598524600661339,0.9692131196347092,0.1111944846808406
-0.7513471851619574,0.9513870218498981,0.11625534133090842
-0.8007485249981422,0.9481217923978016,0.1083339647612029
-0.8581117435711915,0.9667934055571902,0.10453916063378202
-0.9834426285779092,0.9529791555892325,0.10873098824909551
-0.876157793689296,0.9502478989330175,0.11406007007121312
-0.9130364819425082,0.9568997442213383,0.11427199023753838
-0.8099116090851941,0.9498540548889716,0.11245588484030905
-0.8190868594764282,0.9542148457951678,0.1123008137275413
-0.8765694682267127,0.9439621814729818,0.10976618249021926
-0.9231179120917705,0.9383699892173746,0.10994173180891216
-0.8260683113884661,0.9379787587258658,0.1052091795283594
-0.8939604413984324,0.9142727225140254,0.1052091795283594
-0.8609796249047752,0.9393951490490662,0.10463736791480825
-0.9387977311916231,0.9458380038308666,0.1113146296060765
-0.8494268009310476,0.9433973574516918,0.09826062417868617
-0.9362222059112962,0.9343774556984239,0.09896968515994471
-0.9035501079892008,0.9422854790683769,0.09520848106335336
-0.9682485937354139,0.9529889337969212,0.09545098126998655
-0.9014566127925014,0.9555377026981597,0.09378244902471146
-0.8300588109061231,0.969277655992632,0.09345535142418247
-0.873081815690812,0.9511824107883463,0.09357618535215707
-0.7597717403987982,0.9636492379139169,0.10064851509209932
-0.9078119082550541,0.9445670370882998,0.09701746179177179
-0.8886039914858797,0.9731645559547573,0.10016428380600292
-0.8488007414909104,0.9648321758241819,0.0994973424725776
-0.8793002849669357,0.9562063034202719,0.10256066400110643
-0.6917835054229211,0.9805248243457656,0.10317834577422069
-0.5378080581024666,0.9875767027173107,0.10960903587423182
-0.4620502298669168,0.9780630021114517,0.11204128948055167
-0.42351244444447667,0.9872202180593275,0.1004142821484638
-0.29286834322664984,0.9891345409769664,0.1004142821484638
-0.2939701908728355,0.992662128900421,0.11611683143473048
-0.30274259742570886,0.9914309018617378,0.12162718785811649
-0.41465384405206523,0.9845740524063311,0.1025580171335457
-0.3698959609294715,0.9941155633826141,0.09789525671978938
-0.34609089941991034,0.9805307756499341,0.09789525671978938
-0.25135384541361633,0.9710056910398323,0.11166504663101766
