t,output_gap_obs,inflation_obs,interest_rate_obs,output_gap_true,inflation_true,interest_rate_true,output_gap_filt,inflation_filt,interest_rate_filt,output_gap_filt_std,inflation_filt_std,interest_rate_filt_std,ess,resampled
273,-0.167104,0.023805,0.216149,-0.076827,-0.03865,0.119376,0.04642699670006321,0.010709998552932776,0.2103929557789634,0.10447071358652466,0.08284307550279077,0.07114004318954255,1050.060554930546,0
274,-0.168684,-0.285943,0.127255,-0.183087,-0.122375,0.069585,-0.05626267380935885,-0.0906257117984008,0.10855708852613563,0.1117815228977795,0.0803510967148578,0.07496953474949371,2000.0,1
275,-0.540055,-0.262458,-0.296629,-0.280986,-0.357149,-0.272197,-0.2802250711264358,-0.2451413723717763,-0.18667062478551477,0.10695342026585543,0.08851812440975376,0.07049843151798224,2000.0,1
276,0.091241,-0.114217,-0.415247,-0.249977,-0.250476,-0.398871,-0.1810472777744869,-0.19382677669073028,-0.3223624375408858,0.10218226556780347,0.08339644166945849,0.06997412400380387,2000.0,1
277,0.12034,-0.404559,-0.574563,-0.10356,-0.423589,-0.531807,-0.14496114051877873,-0.2712195504423822,-0.4865602999863363,0.11097938697430422,0.0835333098152925,0.07755982328849473,2000.0,1
278,0.122323,-0.765258,-0.321219,0.06294,-0.305691,-0.584693,-0.03677980541734856,-0.2998624087283681,-0.46502294299235125,0.12035180944059613,0.0987727691321813,0.07218710255478075,2000.0,1
279,-0.288004,-0.439586,-0.556142,-0.018644,-0.247873,-0.611733,-0.15032799612591038,-0.2832446172300672,-0.5616203425689746,0.11314640241399843,0.08323193017924811,0.07320847471542453,2000.0,1
280,0.168103,0.380521,-0.478573,0.125969,0.097593,-0.432193,0.007535157189355355,0.026201016079449833,-0.43081761507556593,0.10390843942104505,0.08449076142470864,0.07281752387901935,2000.0,1
281,0.079592,0.061537,-0.078986,0.303878,0.143518,-0.125535,0.08668229753428618,0.10594397014060482,-0.19557382592681163,0.10494855636876865,0.07735382316354075,0.0724104403639172,2000.0,1
282,0.556632,-0.133509,-0.048353,0.264161,0.164113,0.052734,0.21395955292574295,0.049295352115844404,-0.07184857704654683,0.10519731291944982,0.07682987739837846,0.07020771582429321,2000.0,1
283,0.717469,0.519161,0.435338,0.55563,0.333874,0.284887,0.4667084414950586,0.3616854714702323,0.33029649623812646,0.09078925224540497,0.10782309578591075,0.07261576118144995,2000.0,1
284,0.616055,0.311847,0.41163,0.596967,0.309844,0.477737,0.45160470797337504,0.28010579907181576,0.46764627452055146,0.10256366047579206,0.08248509633753996,0.07159459348304407,1162.3632867344736,0
285,0.140855,0.512211,0.745088,0.62813,0.34647,0.694979,0.3774944627900689,0.37044839321073736,0.6841300046450325,0.10426432936582641,0.08173836814955789,0.07030147103074565,2000.0,1
286,0.370033,0.418452,0.985627,0.566716,0.376908,0.879029,0.4038016916806114,0.38673479436504365,0.8866564741862343,0.10732749028351302,0.07793242590307012,0.06891283973303303,2000.0,1
287,0.4539,0.418799,0.930876,0.316348,0.350015,0.892399,0.39619827252519,0.33945478555668956,0.9509977217220946,0.10716566570837056,0.08083356690944618,0.07014343863966384,1319.7637699086456,0
288,0.38306,0.265763,0.861318,0.140483,0.211311,0.851871,0.3402098778244665,0.24376489029115064,0.9166167857157679,0.10273320840321323,0.08309158401047709,0.07123437729654285,2000.0,1
289,0.278918,0.310507,0.729827,0.057084,0.205884,0.728747,0.2651537111635212,0.19648783951154328,0.8290604325641621,0.10531798826713973,0.07927518694694255,0.06968813829100207,2000.0,1
290,-0.307721,0.389274,0.60099,0.010681,0.047659,0.606634,0.0428441212796361,0.16437728289819273,0.6980846309018613,0.1138070225081555,0.07858479563062606,0.06554412464654305,2000.0,1
291,0.09781,0.079941,0.438496,0.037499,-0.06571,0.496166,0.012207078477810867,0.041244047218710035,0.5298696438092485,0.11083422629652268,0.07966646048772805,0.07034004024061723,2000.0,1
292,0.243153,-0.447086,0.157048,0.04005,-0.210035,0.201996,-0.027259953269498705,-0.17860056895933815,0.2509143493205062,0.09475308550183383,0.07406336339258805,0.07200388320778907,2000.0,1
293,-0.296854,-0.049671,0.253012,0.034813,-0.11667,0.105053,-0.07398301958244459,-0.06691837354640129,0.19176536565175786,0.10483276146723254,0.08256803316670196,0.06981176679105097,2000.0,1
294,0.026952,0.144003,0.112668,0.028533,-0.027219,0.123522,-0.023275965833561,0.009308943382196837,0.1451495544474884,0.1050987392053569,0.0811728382454522,0.0689910635829797,1138.0496247323254,0
295,-0.030662,0.023969,-0.129732,-0.08543,-0.156436,-0.051153,-0.08895663045374712,-0.06411381940917864,-0.005666912392444832,0.10306723435869265,0.0827788770523391,0.06972207084406641,2000.0,1
296,-0.108149,-0.032113,-0.107779,-0.047996,0.031878,-0.056149,-0.10137251772793623,-0.06666851288750907,-0.07648418497346071,0.10730936308680376,0.08221152318221958,0.07133019688242023,1364.715083196291,0
297,-0.663799,-0.067728,-0.156442,-0.293366,-0.24247,-0.266479,-0.26162499778674597,-0.09821115849841067,-0.17327224922089476,0.10480278952083918,0.079617520503033,0.07098772465032845,2000.0,1
298,-0.384942,-0.118853,-0.336662,-0.319802,-0.258015,-0.404222,-0.2976747027535798,-0.15258869692006471,-0.2998850821866657,0.10576734788677493,0.08059139280607398,0.07140056630392892,1177.2446977177176,0
299,-0.384458,0.266105,-0.424831,-0.318997,-0.119772,-0.480864,-0.29104521235726616,-0.06254444220283475,-0.3488997714818949,0.11151418822264272,0.0751236592781493,0.07311058382207938,2000.0,1
300,-0.402943,-0.236498,-0.62389,-0.373329,-0.123997,-0.598138,-0.37861382774252145,-0.22315291651153393,-0.5408494004664092,0.10453690814333938,0.08234729579236488,0.07243150560608348,2000.0,1
301,-0.409721,-0.216962,-0.558377,-0.297027,-0.140851,-0.615714,-0.35128998975831455,-0.2037915215712992,-0.5892504093894179,0.10395874686463694,0.08183962864887648,0.07062546109733284,1366.2089208913153,0
302,-0.197099,-0.211113,-0.558209,-0.108497,-0.165195,-0.493853,-0.27073375598529287,-0.17325081784404547,-0.5922116184283225,0.1033747738178888,0.08078833728218486,0.07137428671265524,2000.0,1
303,-0.128131,-0.31989,-0.564764,-0.12019,-0.246356,-0.538803,-0.21788037733089666,-0.19018948212105802,-0.5940667990767765,0.10585127441336684,0.0815668850151183,0.07167297791231193,1175.8752489839585,0
304,-0.127305,-0.396596,-0.488915,-0.215796,-0.263092,-0.585896,-0.1694059067719891,-0.19226564001524568,-0.5650731792608045,0.10829637837046624,0.08085395597415333,0.073011807837231,2000.0,1
305,-0.199543,-0.649762,-0.47733,-0.138658,-0.23536,-0.564758,-0.17568482352031745,-0.2619777401400461,-0.5735520732744662,0.10270343931348327,0.0779854304525113,0.07267369894574727,2000.0,1
306,-0.090971,-0.041967,-0.513716,-0.009041,0.023238,-0.415525,-0.11306846582766875,-0.11719017276349046,-0.5258366512982166,0.10510591395391083,0.08286493879396077,0.071347767888201,1211.4579755249342,0
307,0.146677,-0.082596,-0.477227,0.128206,-0.137999,-0.391674,-0.028335355493904642,-0.07319961033779657,-0.4631603005565241,0.10539319976621461,0.08257416297792161,0.07002165177979304,2000.0,1
308,-0.355499,-0.122455,-0.34954,0.028685,-0.048472,-0.360411,-0.1064482066834113,-0.0646686894667641,-0.4043202478967885,0.10779715295336935,0.08041878158818588,0.07224894268425572,2000.0,1
309,0.104607,0.457049,-0.03899,0.0092,0.166742,-0.211604,0.07460399556592677,0.2015944253320233,-0.13247284616949617,0.10236026974772379,0.083006707863209,0.07159126739184614,2000.0,1
310,0.049547,0.077048,-0.309601,0.04966,0.075042,-0.118044,-0.005783239168690575,0.028158696813784273,-0.18104471378360426,0.10759042990919823,0.07912534849473135,0.07011533747581644,2000.0,1
311,0.053234,0.289596,0.048693,0.045295,0.095942,0.02086,0.07387998202821816,0.1516319364154531,-0.005585156987986965,0.107139794514694,0.08446003637330769,0.0710275237198641,2000.0,1
312,0.397652,0.179798,0.019954,0.205505,0.140585,0.157559,0.15742305229215892,0.11987294785683741,0.0694563658467924,0.1086447561456543,0.08404240309600247,0.07078869350449479,2000.0,1
313,-0.320695,0.206426,0.164834,0.069868,0.082465,0.228267,0.013926109245048899,0.1242528744540521,0.1363165283930131,0.10800060692356721,0.07935767859243202,0.06844647870770575,2000.0,1
314,-0.245289,0.149123,0.274005,0.149478,0.107237,0.310448,-0.021628919681048592,0.12414759513582933,0.20269496970221668,0.10377868458154821,0.0820491334744589,0.06961412888806733,2000.0,1
315,0.238368,0.434049,0.371862,0.183607,0.228731,0.413913,0.12620597640429462,0.22443665276108365,0.34104928559395215,0.11236513441244449,0.08181805449098739,0.06994355999415179,2000.0,1
316,0.128253,0.195244,0.250583,0.129677,0.186853,0.303963,0.08882220735707036,0.12931556531156424,0.31525386782971937,0.10742045977513794,0.08256005223800936,0.07027502584238828,1183.4233259313728,0
317,0.189033,-0.150498,0.076259,0.154997,-0.224916,0.075539,0.03294542429573646,-0.0439805403850261,0.17436472215815574,0.10933498316302251,0.08107343924336004,0.07261055677081206,2000.0,1
318,0.092249,0.045647,-0.018933,0.184675,-0.009303,0.034593,0.008492586845715909,-0.037649643974576444,0.06794799991228768,0.10659276645081024,0.0808072903437525,0.0701116174072355,1007.3209949806214,0
319,0.227868,0.117659,-0.043322,0.094997,0.160902,0.102923,0.055862599611149026,0.009324735780581928,0.03256786756186214,0.11147599990511058,0.07917775937634411,0.06717135977919517,2000.0,1
320,0.496317,0.233943,0.329283,0.309789,0.173196,0.251296,0.2636423710752774,0.16895041885896322,0.23440792786896195,0.10424259692432133,0.08141066123199911,0.06531327483685091,2000.0,1
321,0.537294,0.567008,0.430231,0.440498,0.23185,0.354944,0.3669757939099975,0.31918232943340424,0.43484210377051513,0.10038616098329961,0.07980749854408209,0.06566461579953749,2000.0,1
322,0.33331,0.187447,0.491134,0.385475,0.228006,0.406817,0.31392575061282246,0.2234681397825777,0.5078791285743398,0.10377496739859436,0.08282006888371542,0.07148525141571478,1389.1328772767833,0
323,-0.100193,0.199107,0.34996,0.321345,0.136187,0.504034,0.11917989172186952,0.1297504164837296,0.4352091309560098,0.11330506944176226,0.08058646375320448,0.0691088788943706,2000.0,1
324,0.446518,0.316282,0.550152,0.292671,0.127615,0.52026,0.24710855182798433,0.20293159108560405,0.5270600253100621,0.10660331736582679,0.077748484881804,0.06915509810149066,2000.0,1
325,0.530062,0.382242,0.596565,0.285716,0.211204,0.528968,0.3311979114129436,0.2543767570159495,0.6186250869044738,0.10386304957667865,0.07937441862389766,0.071235651679783,2000.0,1
326,0.281898,0.263723,0.461017,0.152986,0.261966,0.564137,0.2447195246870657,0.1691269298842966,0.5648690990124229,0.10157084653213552,0.07791088898579265,0.06953889438392573,2000.0,1
327,-0.179925,-0.183343,0.561679,-0.003997,0.174165,0.560761,0.08804761955350211,0.03498071791141998,0.4983644050927424,0.09860810235123864,0.08405064532277647,0.07126600274572449,2000.0,1
328,-0.02191,0.140536,0.473943,-0.156669,0.06303,0.48557,0.06655940374496078,0.07945215133836803,0.4624799704980601,0.10274432334925006,0.0820672383001266,0.07119770408491265,1277.206233826671,0
329,0.068543,-0.269277,0.513567,-0.103563,0.063644,0.329352,0.06639215583627461,-0.005122832110504659,0.41819081526400553,0.10601835142676964,0.0779864321236238,0.07116327972712226,2000.0,1
330,0.25166,0.20402,0.411536,-0.060103,-0.016471,0.219086,0.13738858381717384,0.0941259427557189,0.41731232138562646,0.10356903669711824,0.08269859969769482,0.0699680359786093,1001.0529378967956,0
331,-0.142259,0.175002,0.179935,0.032963,0.149581,0.34637,0.006621217508924936,0.042577933317855116,0.2889902288987453,0.1029031253683839,0.08182705065088175,0.07104664259667513,2000.0,1
332,0.115857,0.262112,0.632435,0.161147,0.112161,0.383042,0.16157162888891216,0.21210033339873038,0.47698918142804786,0.10908250605607689,0.07933018174159243,0.06946005061902746,2000.0,1
333,0.371169,-0.000604,0.333149,0.221715,0.134713,0.424672,0.16358453252273006,0.06803220550712476,0.40205664964808385,0.10835436470312394,0.07897603869468704,0.07291085839373304,2000.0,1
334,0.293401,-0.086872,0.530726,0.281919,0.146004,0.432659,0.21709194159154263,0.07460141137151127,0.4498343770764888,0.1047467052702457,0.08114041340866993,0.07017660950331876,2000.0,1
335,-0.011186,0.23919,0.585821,0.21228,0.200077,0.488771,0.17797805258369237,0.16763977393212104,0.5211912099640302,0.10762120871733034,0.07915603973118313,0.0695979045102611,2000.0,1
336,0.307996,0.229528,0.435004,0.225073,0.234568,0.534573,0.18690730781452006,0.14640061777275074,0.49622040241598,0.10096957177093556,0.08268543568901407,0.06993261773270086,1177.8259799363764,0
337,0.393923,0.164894,0.590196,0.27819,0.238625,0.540869,0.2509792498780401,0.17035167665594814,0.5579531423571912,0.10487791324214354,0.08311344304854376,0.07063300978913684,2000.0,1
338,0.412194,0.200318,0.511917,0.394602,0.187619,0.52267,0.26717071958495503,0.15590783442683476,0.5566907415414476,0.10514980842366131,0.07981421358294871,0.07016522587566836,1226.5928964064121,0
339,0.294554,0.482011,0.559753,0.250637,0.066896,0.50432,0.26930707439400897,0.24442981979504586,0.6066111645648611,0.10706955866374343,0.0820062853913891,0.07143058569964893,2000.0,1
340,0.146447,0.1844,0.526757,0.198188,0.059221,0.503689,0.1916501453018382,0.1577520622075545,0.5710260796845947,0.10595257752892438,0.08076889273955427,0.06895414287904345,1229.1320451297229,0
341,0.508013,0.282347,0.64801,0.212357,0.124923,0.528376,0.29763411550818397,0.21819263676320685,0.6457159256563406,0.10007839723837895,0.0872010166702772,0.06976105627419928,2000.0,1
342,0.072596,0.054077,0.426309,0.252735,-0.072514,0.418769,0.15162427313185872,0.07621037308454479,0.5172673831412071,0.10695699522558844,0.08262986059700499,0.06985660268844567,2000.0,1
343,-0.108024,0.192101,0.304975,0.00944,-0.029819,0.321762,0.027255607252308574,0.05692473370893854,0.3925953615367416,0.10720320277779744,0.07969976816994788,0.06805654245320453,2000.0,1
344,0.115247,0.109258,0.468649,0.11305,0.137769,0.359043,0.08781450994527149,0.09823472926747696,0.413841695347921,0.10833472707786901,0.08184050600895192,0.06915288372618954,1090.9731024597972,0
345,0.227499,-0.175301,0.395676,0.051708,0.132913,0.337637,0.1062502816978349,0.010329308254217781,0.3672615320305909,0.10727104667297181,0.07871975786367323,0.0710003152715072,2000.0,1
346,-0.253076,0.150702,0.414177,0.046398,0.17899,0.340995,0.03209910681013078,0.0815399167226168,0.3673830541630539,0.1018482581371754,0.08160416181036113,0.07060183429189164,2000.0,1
347,-0.139733,0.315693,0.28003,0.122326,0.193933,0.346488,-0.007883985076706998,0.10569843012056947,0.32667538967704596,0.1055393172427875,0.0826295506741765,0.07080226651952722,2000.0,1
348,-0.200063,0.083598,0.333791,0.207483,0.229068,0.438318,-0.04802192607116707,0.06585537688953697,0.3028086728286147,0.10650148248044015,0.08314205400804993,0.07124679220885267,1204.1107793733108,0
349,0.117042,0.035309,0.319981,0.110503,0.061764,0.376754,0.02572274315997194,0.049292706432522926,0.29412951440376456,0.10261447744856479,0.08069402706209676,0.07109318437591136,2000.0,1
350,-0.069949,-0.122332,0.282655,0.153712,-0.018567,0.344737,-0.008641032136185112,-0.010879328429089657,0.24076917974340434,0.10779188125290821,0.0839818452744631,0.06999041172745268,1233.6923937684223,0
351,-0.062745,0.199864,0.350005,0.014165,-0.025441,0.271385,0.030240812553559166,0.09774932304070112,0.29326366634582485,0.10399451094478615,0.08408836901295642,0.07257639330285598,2000.0,1
352,0.389537,0.039145,0.403123,0.257261,-0.073274,0.305524,0.15820952436176175,0.10049820156822686,0.3544909631678014,0.10490918783966767,0.08139214977670002,0.07094524010292931,2000.0,1
353,0.118211,0.176167,0.323346,0.24652,0.078436,0.338859,0.13367432428388462,0.10559185370148776,0.34843050269212705,0.10535074569376086,0.08353319940000847,0.07122312569954044,1349.5898139139597,0
354,0.312597,0.196992,0.592025,0.26634,0.103752,0.448933,0.24433916314729223,0.19908597536646436,0.4968456003600672,0.10699685576064792,0.08021394761257424,0.0741061900447991,2000.0,1
355,0.134192,0.21773,0.614246,0.194059,0.223317,0.477399,0.2263871872997019,0.20492170836359855,0.5739320584102537,0.10461337199534508,0.08407792401090594,0.07204738797370341,1202.7696064427075,0
356,0.303051,0.084684,0.490261,0.168628,0.055051,0.465921,0.20453385038397612,0.12201667663570931,0.5316761443538482,0.10195660774743909,0.08090791715714042,0.07002214670520066,2000.0,1
357,0.391303,-0.069105,0.394296,0.296278,0.108673,0.476485,0.20295480850598557,0.03553774772011899,0.4476587655753377,0.1067569172302858,0.08114499014197768,0.0696692208093932,2000.0,1
358,0.016802,-0.250003,0.529105,0.155188,0.077964,0.371568,0.14097758476758102,0.0033672715113571136,0.4282761503992627,0.10526532647500751,0.07796780017267639,0.07067803188154771,2000.0,1
359,0.014651,0.098687,0.404867,0.048382,0.076175,0.410969,0.10334995037776484,0.05800944418069465,0.39753937081797613,0.10755200891007155,0.08199631729960388,0.0711171255638283,1352.8782018248644,0
360,0.533213,0.125367,0.516434,0.324465,0.076768,0.503817,0.25997981585355967,0.12898940971878875,0.47629554638199517,0.1067295902851138,0.08167045800798971,0.07333043080856688,2000.0,1
361,0.395069,0.299567,0.51309,0.316393,0.118177,0.547051,0.29651944242799116,0.1934106666815012,0.5318569446298446,0.10738976488704521,0.08183160602400992,0.07104971598137139,1115.4576930357314,0
362,0.011553,0.393112,0.46514,0.290946,0.157412,0.554119,0.17957560599168204,0.20322605236039235,0.5275515446938165,0.10620407423773395,0.0811429423749535,0.06837598051424292,2000.0,1
363,0.253164,0.196455,0.333979,0.12204,-0.039044,0.480843,0.14298522483882906,0.11529411114810377,0.44430952880930324,0.10293187037354154,0.08117289701188847,0.06844184499918812,2000.0,1
364,-0.134756,-0.204185,0.437579,0.082166,-0.054481,0.374293,0.04624201031932373,0.002692929320600515,0.3834648909074475,0.10056872024509862,0.08003885965671437,0.069037944094271,2000.0,1
365,0.435945,-0.016011,0.237394,0.153443,0.036829,0.315734,0.12603488795062778,-0.00629952890298383,0.30077612137920917,0.10631677214012336,0.0796024035055273,0.06997370537921503,2000.0,1
366,0.465548,0.326601,0.762689,0.260728,0.254551,0.456736,0.3635523115661904,0.24706766362981392,0.5840440969803723,0.1334213060485542,0.07413539869646235,0.0897994602141885,2000.0,1
367,0.389998,0.730864,0.55523,0.332021,0.351078,0.663837,0.33723414803611446,0.3520717668062882,0.6456394497909302,0.10453776545968595,0.08495495691931851,0.07016567249746278,2000.0,1
368,0.391676,0.565457,0.675082,0.360229,0.343442,0.80082,0.333759459486834,0.3543787520376355,0.7362910947904077,0.1031334033636376,0.08347411387237359,0.06798358154251341,2000.0,1
369,0.172666,0.474045,0.819841,0.214472,0.306135,0.768827,0.28840057271074343,0.3387184811501493,0.8172653914238663,0.10467617600467678,0.0822003690741991,0.07030505262601655,1031.163135080706,0
370,0.24927,0.259326,0.991464,0.113565,0.317494,0.838533,0.3033782954198184,0.29536304352861603,0.9118436286126663,0.10828347070816317,0.08279790572172716,0.07160296945593429,2000.0,1
371,0.176793,0.074384,0.773294,0.250949,0.206864,0.766836,0.20480850427644978,0.1477149298720104,0.8109959501145649,0.10631792450174021,0.08016597959618803,0.06991782072413101,2000.0,1
372,0.248924,0.292514,0.802093,0.20181,0.174178,0.744869,0.222583675262364,0.2000258046368411,0.8005432740467983,0.10217938782092482,0.08137825916436385,0.07130063879081709,1183.8540098744008,0
373,0.469384,-0.025638,0.557872,0.294997,0.139461,0.742227,0.21655761219726943,0.058982174286299455,0.6569634627951608,0.10866465445533474,0.08311337812149566,0.07302059669268736,2000.0,1
374,0.054273,0.128987,0.641889,0.166635,0.164753,0.70964,0.16566842320746836,0.10849577144462268,0.6223010767657249,0.10676829109074583,0.08111720734981914,0.0714318016669728,1291.4159505546506,0
375,-0.048249,0.064074,0.506785,0.07499,0.08129,0.614146,0.07231964276543068,0.059447525268364346,0.5218450987695571,0.10575914613868063,0.07848381761195099,0.06914330679400946,2000.0,1
376,-0.198398,0.468859,0.419946,0.040475,0.229922,0.609451,0.007660766851066662,0.14878800674385315,0.4702009820610835,0.1079631477275764,0.0835455242824638,0.06973658855563113,2000.0,1
377,-0.200856,-0.144377,0.41137,0.012038,-0.091173,0.399672,-0.06305209335704565,0.0017672626335412404,0.3710822346538338,0.10861639726055694,0.08543919877216495,0.06953690439316006,2000.0,1
378,-0.381152,-0.484701,0.102039,-0.015473,-0.118814,0.326321,-0.22437724609828974,-0.226117517836481,0.1098483222443256,0.10820764234655736,0.08543657392881197,0.06780826015040882,2000.0,1
379,0.115546,0.135979,0.155995,-0.030419,0.060312,0.288214,-0.04266372425886444,-0.013805357373540548,0.1166740067312918,0.1064354596143325,0.08458289726785748,0.07116986961723111,2000.0,1
380,0.338128,-0.090673,0.179401,-0.023655,0.01418,0.23312,0.07908429954176623,0.003492841190889211,0.1442882680925773,0.0954793804549079,0.08246602123657902,0.07081320797469824,2000.0,1
381,0.435656,-0.173299,-0.056439,0.15059,-0.179694,0.02669,0.1235784674806896,-0.08244577425491957,0.03876384473752193,0.11278154829684747,0.08540616593164024,0.07074755596177562,2000.0,1
382,-0.244003,-0.077036,0.079726,0.081214,-0.06403,0.040085,0.013425190075639928,-0.032975016226650354,0.0336643760500473,0.10628432041326077,0.08258070340616999,0.0734052551479046,2000.0,1
383,0.265372,-0.075375,0.120499,0.120401,-0.034319,0.089941,0.09426309200456368,0.0054050422360545705,0.08063024483687237,0.10433869557131252,0.08157536561248897,0.07287280932380373,2000.0,1
384,0.495802,0.183212,0.284072,0.211381,0.06466,0.194692,0.24861730158811554,0.1440629908611886,0.2374706079394636,0.10460848956782247,0.07950827008923227,0.07124794170486715,2000.0,1
385,0.126145,-0.188496,0.330101,0.217507,0.041434,0.254863,0.1807043516891682,0.04689801347411846,0.2692551415938832,0.10582094752181741,0.08129834230625593,0.06722087872874076,2000.0,1
386,0.227107,0.005344,0.474431,0.206818,0.082896,0.36035,0.22639156449219483,0.10844457916745102,0.37026559284909705,0.10808577453914416,0.08175148847696866,0.07100427570018783,2000.0,1
387,-0.46053,-0.0154,0.157941,-0.058951,-0.118006,0.158133,-0.0719441873928485,-0.01722893276509343,0.21891109582827972,0.11632670440855482,0.07922417223996432,0.06820932756316446,2000.0,1
388,-0.036035,-0.203391,0.007972,-0.089382,-0.111278,-0.022375,-0.10475229901435357,-0.11903242535981867,0.05626846868113002,0.10847557633305177,0.08193595423405646,0.06997577517405354,2000.0,1
389,-0.391672,-0.436732,0.022625,-0.17896,-0.195411,-0.028526,-0.19035049000113596,-0.1933352978262185,-0.06288051968942925,0.10134848724441196,0.0836465039701474,0.0708200402617157,2000.0,1
390,0.059037,-0.032864,-0.089586,0.01911,-0.133147,-0.103752,-0.08539193553961527,-0.0885645307623167,-0.0957144417030637,0.10767278708682711,0.08154667655908546,0.07089671931401788,1034.1845183278972,0
391,-0.409962,-0.118239,-0.291461,-0.097721,-0.286703,-0.251741,-0.2091435687355649,-0.14293337215489801,-0.23459981585498282,0.11151602243756546,0.08230020048325888,0.07190793639164235,2000.0,1
392,-0.079162,-0.214906,-0.456273,-0.187734,-0.208157,-0.423028,-0.202371647394449,-0.19983522864099193,-0.3793021762791713,0.10604781266174534,0.08302585304987908,0.07166378784140753,2000.0,1
393,-0.040256,-0.45689,-0.532281,-0.245158,-0.162763,-0.450525,-0.19386468283529246,-0.27056994295458026,-0.4990934830390617,0.10465296198578615,0.08393820988413737,0.06902493700132387,2000.0,1
394,-0.335531,-0.161204,-0.444853,-0.178895,-0.267099,-0.487015,-0.19721240109349422,-0.16287067633439023,-0.49208878665000827,0.10665895891880688,0.08327387274099861,0.0717662839911192,1185.2157072281684,0
395,-0.468411,-0.391555,-0.519036,-0.241027,-0.142572,-0.509635,-0.2757042396084385,-0.2221626413720688,-0.556537368585245,0.10782050654413251,0.08040785011476281,0.07085799992781462,2000.0,1
396,-0.785767,-0.162955,-0.631307,-0.354563,-0.209274,-0.564989,-0.41855843332086673,-0.2092433292028821,-0.6396869372917353,0.11195842890473422,0.08299163035817958,0.07171879979855243,2000.0,1
397,-0.311093,-0.329199,-0.591229,-0.25781,-0.196079,-0.525004,-0.33523326033690903,-0.22125886794932226,-0.6540973451093333,0.10876028407115705,0.0844847096434603,0.07027052441750445,1118.2069899259855,0
398,-0.247597,-0.337064,-0.611337,-0.131278,-0.163088,-0.490297,-0.2764916949345113,-0.21549509040210943,-0.6581781118827298,0.10210804602120273,0.08412173946171603,0.07310934066835839,2000.0,1
399,-0.234975,0.070787,-0.272171,0.075229,0.137073,-0.370055,-0.1371258100055567,-0.002553429034797432,-0.45128135082871373,0.10019621607791876,0.08381298033359211,0.06304407058822098,2000.0,1
400,0.065657,0.18205,-0.241314,-0.024947,0.209544,-0.249175,-0.02077834584732674,0.08038496489671455,-0.2889878830172079,0.10782101278072619,0.08382356890403748,0.06922496310605947,2000.0,1
401,-0.244701,-0.08689,-0.29068,-0.154706,0.009741,-0.2044,-0.10385015415218898,-0.031734315658180974,-0.2836808149888975,0.11255539302712557,0.0832373588079844,0.0707968562343472,1026.9172872344006,0
402,-0.364623,-0.016723,-0.198785,-0.149475,-0.105029,-0.27964,-0.16019050317648062,-0.019325168590674204,-0.24326393566424584,0.10841753094183425,0.0785935108445478,0.07135034408608638,2000.0,1
403,-0.316676,-0.269104,-0.307924,-0.205762,-0.202194,-0.25188,-0.21866171737261547,-0.14075932354074283,-0.3165217491328125,0.10611469038603273,0.0822904876453235,0.06863767652333835,2000.0,1
404,0.058827,0.087977,-0.42722,-0.155434,-0.059051,-0.28657,-0.12623743150259056,-0.07300733695436476,-0.3481591588194725,0.10673112362430759,0.08420303506198697,0.0679339237600593,2000.0,1
405,-0.037899,-0.106251,-0.36563,-0.158487,-0.148427,-0.467752,-0.10322780790652356,-0.08567452041261454,-0.3489652693392507,0.10585652755947973,0.07912524478344876,0.06869892773368291,1390.5009878707078,0
406,-0.306444,-0.444041,-0.766192,-0.280439,-0.339407,-0.712482,-0.2687278546785016,-0.2946716072214402,-0.5995234242152111,0.10768634131290386,0.07617552556203998,0.07575802431773504,2000.0,1
407,-0.24811,-0.278678,-0.761877,-0.371931,-0.148787,-0.720987,-0.2758505687628091,-0.27008551729409525,-0.7091241819346857,0.1083205837348955,0.08146400753713931,0.07296196826724764,1164.640882036876,0
408,-0.437864,-0.342124,-0.62218,-0.205681,-0.095,-0.626298,-0.28503279050981306,-0.2300597233107445,-0.6991598595680923,0.10739804634490266,0.08043012977583582,0.07054181101392812,2000.0,1
409,-0.268729,-0.034056,-0.444217,-0.275203,-0.077666,-0.558476,-0.18217988676977265,-0.07258233267440525,-0.5569445840371594,0.10872161127459587,0.0801306681327365,0.07123169780635569,2000.0,1
410,-0.275883,-0.127671,-0.514779,-0.305347,-0.074483,-0.516783,-0.19675009650420308,-0.10133559482115281,-0.5306704732087482,0.10784531316832793,0.0827318122227438,0.07054586977909151,1367.4999940808812,0
411,-0.423735,-0.604278,-0.782722,-0.329768,-0.248449,-0.66281,-0.3273543096966506,-0.329011271819943,-0.7244549483471705,0.1001937595647257,0.0832896977236534,0.07032869552466875,2000.0,1
412,-0.201049,-0.258323,-0.662098,-0.288141,-0.177966,-0.716486,-0.24871709113974866,-0.22186989926159298,-0.711094095152664,0.10606681753297525,0.08248003558284485,0.07090884783891231,1218.2466250741932,0
413,-0.412755,-0.244085,-0.696576,-0.256668,-0.108929,-0.648077,-0.27784640579803693,-0.20353729910341206,-0.7224031953588662,0.1081555953386122,0.08011425812735565,0.07156694867779019,2000.0,1
414,0.026151,0.286841,-0.369652,-0.075813,0.050489,-0.558444,-0.049491011992035386,0.08704563292348605,-0.46006114197975595,0.10736261290127565,0.08746197947262198,0.07177088482493017,2000.0,1
